source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error
5059348952161258624,48.020701120552644,-28.98487006133274,71.43370405378651,0.13195507,3.8014393,0.7217684,-17.52012,0.73277515
5059349158319689344,48.019242438399225,-28.984121178116506,71.00889596182354,0.08736323,6.634122,1.1120925,-23.586699,19.134628
