source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error
2493069571473486080,33.55606481896531,-3.636827869964452,,,13.712762,,,
2493069773336748928,33.556490000546106,-3.6361783301509556,43.97723592048848,0.04207215,8.201558,1.2697806,-9.040294,0.57453156
